"species","GCA","analysis_node","filtered_microRNA_score","N50","BUSCO_filled","BUSCO_Score","MirMachine.version","Total.families.searched","miRNA.score","Model"
"Chrysops_caecutiens","GCA_963971475.1","Diptera",70.15,2487246,"C:93.6%[S:90.0%,D:3.6%],F:1.4%,M:5.0%,n:3285",93.6,"0.2.13",67,75.8065,"proto"
"Homo_sapiens","GCA_018506165.1","Catarrhini",84.49,36975063,"C:98.9%[S:98.5%,D:0.4%],F:0.2%,M:0.9%,n:13780",98.9,"0.2.13",245,99.5192,"deutero"
"Leucophora_obtusa","GCA_949987735.1","Diptera",68.66,4345626,"C:96.4%[S:94.8%,D:1.6%],F:0.9%,M:2.7%,n:3285",96.4,"0.2.13",67,74.1935,"proto"
"Delphinapterus_leucas","GCA_035221355.1","Laurasiatheria",79.26,3310522,"C:94.3%[S:93.0%,D:1.3%],F:0.8%,M:4.9%,n:13335",94.3,"0.2.13",217,90.5263,"deutero"
"Sus_scrofa_domesticus","GCA_020567905.1","Laurasiatheria",76.5,26066865,"C:96.2%[S:95.8%,D:0.4%],F:1.1%,M:2.7%,n:13335",96.2,"0.2.13",217,87.3684,"deutero"
"Frankliniella_occidentalis","GCA_000697945.4","Neoptera",69.35,6158,"C:96.4%[S:95.2%,D:1.2%],F:1.5%,M:2.1%,n:1367",96.4,"0.2.13",62,72.8814,"proto"
"Agriphila_inquinatella","GCA_964059425.1","Lepidoptera",74.63,5695902,"C:94.8%[S:93.7%,D:1.1%],F:1.6%,M:3.6%,n:5286",94.8,"0.2.13",67,80.6452,"proto"
"Dolichopus_griseipennis","GCA_963082915.1","Diptera",61.19,532831,"C:91.4%[S:89.5%,D:1.9%],F:1.1%,M:7.5%,n:3285",91.4,"0.2.13",67,66.129,"proto"
"Synanthedon_vespiformis","GCA_918305855.1","Lepidoptera",61.19,382097,"C:80.5%[S:77.1%,D:3.4%],F:2.3%,M:17.2%,n:5286",80.5,"0.2.13",67,66.129,"proto"
"Trachurus_trachurus","GCA_905171665.2","Clupeocephala",85.96,6490592,"C:94.1%[S:93.0%,D:1.1%],F:1.4%,M:4.5%,n:3640",94.1,"0.2.13",114,97.0297,"deutero"
"Eleginops_maclovinus","GCA_036324505.1","Clupeocephala",83.33,7582354,"C:94.5%[S:93.8%,D:0.7%],F:1.9%,M:3.6%,n:3640",94.5,"0.2.13",114,94.0594,"deutero"
"Labia_minor","GCA_963082975.1","Neoptera",70.97,2388475,"C:97.6%[S:95.4%,D:2.2%],F:1.2%,M:1.2%,n:1367",97.6,"0.2.13",62,74.5763,"proto"
"Globia_sparganii","GCA_949316385.1","Lepidoptera",68.66,11367125,"C:92.6%[S:89.4%,D:3.2%],F:3.1%,M:4.3%,n:5286",92.6,"0.2.13",67,74.1935,"proto"
"Pyrgus_malvae","GCA_911387725.2","Lepidoptera",70.15,11451735,"C:97.2%[S:96.6%,D:0.6%],F:0.7%,M:2.1%,n:5286",97.2,"0.2.13",67,75.8065,"proto"
"Tenthredo_livida","GCA_963992785.1","Endopterygota",70.31,6013175,"C:89.6%[S:88.8%,D:0.8%],F:4.2%,M:6.2%,n:5991",89.6,"0.2.13",64,73.7705,"proto"
"Tenthredo_livida","GCA_963992785.1","Endopterygota",70.31,6013175,"C:89.6%[S:88.8%,D:0.8%],F:4.2%,M:6.2%,n:5991",89.6,"0.2.13",64,73.7705,"proto"
"Tenthredo_livida","GCA_963992785.1","Endopterygota",70.31,6013175,"C:89.6%[S:88.8%,D:0.8%],F:4.2%,M:6.2%,n:5991",89.6,"0.2.13",64,73.7705,"proto"
"Tenthredo_livida","GCA_963992785.1","Endopterygota",70.31,6013175,"C:89.6%[S:88.8%,D:0.8%],F:4.2%,M:6.2%,n:5991",89.6,"0.2.13",64,73.7705,"proto"
"Haliotis_laevigata","GCA_008038995.1","Mollusca",92.31,3353,"C:71.1%[S:69.3%,D:1.8%],F:6.3%,M:22.6%,n:5295",71.1,"0.2.13",52,92.3077,"proto"
"Labrus_mixtus","GCA_963584025.1","Clupeocephala",84.21,2678957,"C:96.1%[S:95.3%,D:0.8%],F:1.3%,M:2.6%,n:3640",96.1,"0.2.13",114,95.0495,"deutero"
"Acrobasis_suavella","GCA_943193695.1","Lepidoptera",71.64,21951097,"C:91.6%[S:89.4%,D:2.2%],F:4.0%,M:4.4%,n:5286",91.6,"0.2.13",67,77.4194,"proto"
"Saxidomus_purpurata","GCA_022818135.1","Mollusca",75,511514,"C:70.2%[S:66.4%,D:3.8%],F:3.5%,M:26.3%,n:5295",70.2,"0.2.13",52,75,"proto"
"Saxidomus_purpurata","GCA_022818135.1","Mollusca",75,511514,"C:70.2%[S:66.4%,D:3.8%],F:3.5%,M:26.3%,n:5295",70.2,"0.2.13",52,75,"proto"
"Saxidomus_purpurata","GCA_022818135.1","Mollusca",75,511514,"C:70.2%[S:66.4%,D:3.8%],F:3.5%,M:26.3%,n:5295",70.2,"0.2.13",52,75,"proto"
"Saxidomus_purpurata","GCA_022818135.1","Mollusca",75,511514,"C:70.2%[S:66.4%,D:3.8%],F:3.5%,M:26.3%,n:5295",70.2,"0.2.13",52,75,"proto"
"Habrosyne_pyritoides","GCA_907165245.1","Lepidoptera",74.63,14121114,"C:95.2%[S:93.2%,D:2.0%],F:1.9%,M:2.9%,n:5286",95.2,"0.2.13",67,80.6452,"proto"
"Cantharis_flavilabris","GCA_949152385.1","Endopterygota",70.31,1075827,"C:97.1%[S:90.3%,D:6.8%],F:1.5%,M:1.4%,n:2124",97.1,"0.2.13",64,73.7705,"proto"
"Dendrolimus_punctatus","GCA_012273795.1","Lepidoptera",73.13,1359888,"C:95.4%[S:86.1%,D:9.3%],F:1.5%,M:3.1%,n:5286",95.4,"0.2.13",67,79.0323,"proto"
"Ovis_aries","GCA_022416745.1","Laurasiatheria",77.42,65130578,"C:95.8%[S:94.2%,D:1.6%],F:1.3%,M:2.9%,n:13335",95.8,"0.2.13",217,88.4211,"deutero"
"Puntigrus_tetrazona","GCA_018831695.1","Clupeocephala",83.33,1423374,"C:94.9%[S:90.0%,D:4.9%],F:1.1%,M:4.0%,n:3640",94.9,"0.2.13",114,94.0594,"deutero"
"Xestia_xanthographa","GCA_905147715.2","Lepidoptera",71.64,9149592,"C:96.8%[S:96.0%,D:0.8%],F:0.9%,M:2.3%,n:5286",96.8,"0.2.13",67,77.4194,"proto"
"Agrotis_puta","GCA_943136025.2","Lepidoptera",71.64,11978410,"C:96.5%[S:96.0%,D:0.5%],F:1.0%,M:2.5%,n:5286",96.5,"0.2.13",67,77.4194,"proto"
"Abrostola_tripartita","GCA_905340255.1","Lepidoptera",71.64,3518944,"C:96.7%[S:96.1%,D:0.6%],F:1.0%,M:2.3%,n:5286",96.7,"0.2.13",67,77.4194,"proto"
"Stelis_phaeoptera","GCA_943735885.1","Endopterygota",68.75,13395760,"C:95.6%[S:95.4%,D:0.2%],F:0.9%,M:3.5%,n:5991",95.6,"0.2.13",64,72.1311,"proto"
"Homo_sapiens","GCA_018466845.1","Catarrhini",84.49,59044574,"C:99.0%[S:98.6%,D:0.4%],F:0.2%,M:0.8%,n:13780",99,"0.2.13",245,99.5192,"deutero"
"Lathronympha_strigana","GCA_949128075.1","Lepidoptera",74.63,2840798,"C:92.2%[S:88.5%,D:3.7%],F:3.5%,M:4.3%,n:5286",92.2,"0.2.13",67,80.6452,"proto"
"Amphipoea_lucens","GCA_947508005.1","Lepidoptera",70.15,11346000,"C:94.0%[S:90.9%,D:3.1%],F:2.5%,M:3.5%,n:5286",94,"0.2.13",67,75.8065,"proto"
"Luperina_nickerlii","GCA_963855955.1","Lepidoptera",73.13,8052121,"C:95.2%[S:94.7%,D:0.5%],F:1.2%,M:3.6%,n:5286",95.2,"0.2.13",67,79.0323,"proto"
"Pheosia_tremula","GCA_905333115.1","Lepidoptera",71.64,412752,"C:96.6%[S:94.9%,D:1.7%],F:0.9%,M:2.5%,n:5286",96.6,"0.2.13",67,77.4194,"proto"
"Agriphila_geniculea","GCA_927399405.1","Lepidoptera",71.64,18923089,"C:93.7%[S:91.0%,D:2.7%],F:2.7%,M:3.6%,n:5286",93.7,"0.2.13",67,77.4194,"proto"
"Patella_vulgata","GCA_932274485.1","Mollusca",90.38,18376887,"C:94.6%[S:93.6%,D:1.0%],F:1.2%,M:4.2%,n:5295",94.6,"0.2.13",52,90.3846,"proto"
"Epicampocera_succincta","GCA_932527255.1","Diptera",67.16,5426261,"C:96.4%[S:92.1%,D:4.3%],F:1.6%,M:2.0%,n:3285",96.4,"0.2.13",67,72.5806,"proto"
"Craniophora_ligustri","GCA_905163465.1","Lepidoptera",71.64,12212030,"C:97.0%[S:96.5%,D:0.5%],F:1.0%,M:2.0%,n:5286",97,"0.2.13",67,77.4194,"proto"
"Volucella_bombylans","GCA_949129105.1","Diptera",71.64,975328,"C:94.6%[S:91.5%,D:3.1%],F:1.3%,M:4.1%,n:3285",94.6,"0.2.13",67,77.4194,"proto"
"Pseudoliparis_swirei","GCA_029220125.1","Clupeocephala",74.56,4219354,"C:93.2%[S:91.8%,D:1.4%],F:2.0%,M:4.8%,n:3640",93.2,"0.2.13",114,84.1584,"deutero"
"Odiellus_spinosus","GCA_963920705.1","Chelicerata",82.35,3575313,"C:96.8%[S:95.6%,D:1.2%],F:0.4%,M:2.8%,n:2934",96.8,"0.2.13",51,84,"proto"
"Laodelphax_striatellus","GCA_003335185.2","Neoptera",61.29,119723,"C:96.3%[S:93.1%,D:3.2%],F:1.6%,M:2.1%,n:2510",96.3,"0.2.13",62,64.4068,"proto"
"Pandemis_corylana","GCA_949127965.1","Lepidoptera",73.13,12139594,"C:93.2%[S:89.2%,D:4.0%],F:3.0%,M:3.8%,n:5286",93.2,"0.2.13",67,79.0323,"proto"
"Abraxas_sylvata","GCA_964187985.1","Lepidoptera",70.15,5655000,"C:93.9%[S:92.7%,D:1.2%],F:1.7%,M:4.4%,n:5286",93.9,"0.2.13",67,75.8065,"proto"
"Calamotropha_paludella","GCA_927399485.1","Lepidoptera",76.12,23859661,"C:94.8%[S:92.0%,D:2.8%],F:2.8%,M:2.4%,n:5286",94.8,"0.2.13",67,82.2581,"proto"
"Meandrina_meandrites","GCA_963693305.1","Cnidaria",33.33,7628668,"C:95.5%[S:94.0%,D:1.5%],F:1.5%,M:3.0%,n:954",95.5,"0.2.13",3,33.3333,"combined"
"Eristalis_pertinax","GCA_907269085.1","Diptera",71.64,1218356,"C:94.9%[S:94.0%,D:0.9%],F:0.6%,M:4.5%,n:3285",94.9,"0.2.13",67,77.4194,"proto"
"Noctua_fimbriata","GCA_905163415.1","Lepidoptera",71.64,4379755,"C:90.4%[S:87.9%,D:2.5%],F:3.6%,M:6.0%,n:5286",90.4,"0.2.13",67,77.4194,"proto"
"Sabethes_cyaneus","GCA_943734655.2","Diptera",76.12,22692164,"C:95.6%[S:94.4%,D:1.2%],F:1.4%,M:3.0%,n:3285",95.6,"0.2.13",67,82.2581,"proto"
"Celastrina_argiolus","GCA_905147145.1","Lepidoptera",68.66,1155857,"C:91.3%[S:89.6%,D:1.7%],F:0.6%,M:8.1%,n:5286",91.3,"0.2.13",67,74.1935,"proto"
"Cistogaster_globosa","GCA_937654215.1","Diptera",65.67,551397,"C:93.3%[S:87.8%,D:5.5%],F:2.8%,M:3.9%,n:3285",93.3,"0.2.13",67,70.9677,"proto"
"Udea_ferrugalis","GCA_950022985.1","Lepidoptera",74.63,13239845,"C:92.3%[S:88.9%,D:3.4%],F:2.9%,M:4.8%,n:5286",92.3,"0.2.13",67,80.6452,"proto"
"Ennomos_quercinarius","GCA_910589525.1","Lepidoptera",74.63,16143525,"C:95.8%[S:95.2%,D:0.6%],F:1.4%,M:2.8%,n:5286",95.8,"0.2.13",67,80.6452,"proto"
"Agrochola_lota","GCA_947364295.1","Lepidoptera",70.15,2151531,"C:93.5%[S:92.4%,D:1.1%],F:1.3%,M:5.2%,n:5286",93.5,"0.2.13",67,75.8065,"proto"
"Thyatira_batis","GCA_905147775.1","Lepidoptera",74.63,2448635,"C:96.7%[S:96.3%,D:0.4%],F:0.8%,M:2.5%,n:5286",96.7,"0.2.13",67,80.6452,"proto"
"Parapoynx_stratiotata","GCA_910589355.1","Lepidoptera",71.64,13784991,"C:95.3%[S:94.8%,D:0.5%],F:1.1%,M:3.6%,n:5286",95.3,"0.2.13",67,77.4194,"proto"
"Choreutis_nemorana","GCA_949316135.1","Lepidoptera",68.66,6980553,"C:93.2%[S:90.0%,D:3.2%],F:2.3%,M:4.5%,n:5286",93.2,"0.2.13",67,74.1935,"proto"
"Montipora_cactus","GCA_014634245.1","Cnidaria",0,26103,"C:82.5%[S:0.8%,D:81.7%],F:7.8%,M:9.7%,n:954",82.5,"0.2.13",3,0,"combined"
"Opsariichthys_bidens","GCA_037194365.1","Clupeocephala",83.33,9007218,"C:95.6%[S:90.4%,D:5.2%],F:0.9%,M:3.5%,n:3640",95.6,"0.2.13",114,94.0594,"deutero"
"Unio_delphinus","GCA_029339505.1","Mollusca",88.46,10231822,"C:83.1%[S:80.3%,D:2.8%],F:3.2%,M:13.7%,n:5295",83.1,"0.2.13",52,88.4615,"proto"
"Unio_delphinus","GCA_029339505.1","Mollusca",88.46,10231822,"C:83.1%[S:80.3%,D:2.8%],F:3.2%,M:13.7%,n:5295",83.1,"0.2.13",52,88.4615,"proto"
"Unio_delphinus","GCA_029339505.1","Mollusca",88.46,10231822,"C:83.1%[S:80.3%,D:2.8%],F:3.2%,M:13.7%,n:5295",83.1,"0.2.13",52,88.4615,"proto"
"Unio_delphinus","GCA_029339505.1","Mollusca",88.46,10231822,"C:83.1%[S:80.3%,D:2.8%],F:3.2%,M:13.7%,n:5295",83.1,"0.2.13",52,88.4615,"proto"
"Bombus_sylvestris","GCA_911622165.2","Endopterygota",70.31,5862009,"C:94.0%[S:93.6%,D:0.4%],F:2.0%,M:4.0%,n:5991",94,"0.2.13",64,73.7705,"proto"
"Lasioglossum_villosulum","GCA_963971365.1","Endopterygota",65.62,3091471,"C:93.4%[S:93.0%,D:0.4%],F:3.6%,M:3.0%,n:5991",93.4,"0.2.13",64,68.8525,"proto"
"Lasioglossum_villosulum","GCA_963971365.1","Endopterygota",65.62,3091471,"C:93.4%[S:93.0%,D:0.4%],F:3.6%,M:3.0%,n:5991",93.4,"0.2.13",64,68.8525,"proto"
"Lasioglossum_villosulum","GCA_963971365.1","Endopterygota",65.62,3091471,"C:93.4%[S:93.0%,D:0.4%],F:3.6%,M:3.0%,n:5991",93.4,"0.2.13",64,68.8525,"proto"
"Lasioglossum_villosulum","GCA_963971365.1","Endopterygota",65.62,3091471,"C:93.4%[S:93.0%,D:0.4%],F:3.6%,M:3.0%,n:5991",93.4,"0.2.13",64,68.8525,"proto"
"Chaenocephalus_aceratus","GCA_023974075.1","Clupeocephala",79.82,1500626,"C:86.6%[S:82.8%,D:3.8%],F:3.4%,M:10.0%,n:3640",86.6,"0.2.13",114,90.099,"deutero"
"Oligia_latruncula","GCA_948474685.1","Lepidoptera",70.15,1319680,"C:91.8%[S:87.6%,D:4.2%],F:2.8%,M:5.4%,n:5286",91.8,"0.2.13",67,75.8065,"proto"
"Dasysyrphus_albostriatus","GCA_946251815.1","Diptera",76.12,6406000,"C:95.7%[S:94.9%,D:0.8%],F:0.8%,M:3.5%,n:3285",95.7,"0.2.13",67,82.2581,"proto"
"Stictocephala_bisonia","GCA_035578905.1","Neoptera",69.35,385276,"C:92.4%[S:88.1%,D:4.3%],F:3.0%,M:4.6%,n:2510",92.4,"0.2.13",62,72.8814,"proto"
"Erithacus_rubecula","GCA_903797595.2","Neoaves",77.52,5585877,"C:91.1%[S:90.8%,D:0.3%],F:1.5%,M:7.4%,n:10844",91.1,"0.2.13",129,87.7193,"deutero"
"Homo_sapiens","GCA_042032465.1","Catarrhini",84.49,133325347,"C:98.9%[S:98.4%,D:0.5%],F:0.4%,M:0.7%,n:13780",98.9,"0.2.13",245,99.5192,"deutero"
"Chrysolophus_pictus","GCA_037305975.1","Neognathae",82.03,37751291,"C:95.9%[S:95.4%,D:0.5%],F:1.0%,M:3.1%,n:8338",95.9,"0.2.13",128,92.9204,"deutero"
"Anopheles_maculipalpis","GCA_943734695.1","Diptera",65.67,22618715,"C:94.5%[S:94.2%,D:0.3%],F:1.0%,M:4.5%,n:3285",94.5,"0.2.13",67,70.9677,"proto"
"Lochmaea_capreae","GCA_949126855.1","Endopterygota",75,2598267,"C:94.0%[S:92.9%,D:1.1%],F:1.1%,M:4.9%,n:2124",94,"0.2.13",64,78.6885,"proto"
"Timandra_comae","GCA_958496195.1","Lepidoptera",70.15,6719650,"C:96.0%[S:95.5%,D:0.5%],F:0.7%,M:3.3%,n:5286",96,"0.2.13",67,75.8065,"proto"
"Tenthredo_distinguenda","GCA_947538915.1","Endopterygota",70.31,14135000,"C:91.3%[S:90.7%,D:0.6%],F:3.3%,M:5.4%,n:5991",91.3,"0.2.13",64,73.7705,"proto"
"Neodiprion_lecontei","GCA_021901455.1","Endopterygota",71.88,8158086,"C:94.3%[S:93.8%,D:0.5%],F:2.1%,M:3.6%,n:5991",94.3,"0.2.13",64,75.4098,"proto"
"Neodiprion_lecontei","GCA_021901455.1","Endopterygota",71.88,8158086,"C:98.3%[S:97.6%,D:0.7%],F:0.3%,M:1.4%,n:5991",98.3,"0.2.13",64,75.4098,"proto"
"Chroicocephalus_ridibundus","GCA_030820635.1","Neoaves",83.72,18400000,"C:95.9%[S:95.1%,D:0.8%],F:1.5%,M:2.6%,n:8338",95.9,"0.2.13",129,94.7368,"deutero"
"Gasterosteus_aculeatus","GCA_006232265.1","Clupeocephala",83.33,24675,"C:80.2%[S:78.7%,D:1.5%],F:7.0%,M:12.8%,n:3640",80.2,"0.2.13",114,94.0594,"deutero"
"Asteroscopus_sphinx","GCA_949699085.1","Lepidoptera",67.16,626024,"C:93.6%[S:92.1%,D:1.5%],F:1.6%,M:4.8%,n:5286",93.6,"0.2.13",67,72.5806,"proto"
"Lycaena_phlaeas","GCA_905333005.2","Lepidoptera",74.63,18072480,"C:96.6%[S:96.1%,D:0.5%],F:0.9%,M:2.5%,n:5286",96.6,"0.2.13",67,80.6452,"proto"
"Melitaea_cinxia","GCA_905220555.1","Lepidoptera",73.13,1850851,"C:87.4%[S:86.6%,D:0.8%],F:0.7%,M:11.9%,n:5286",87.4,"0.2.13",67,79.0323,"proto"
"Amphiprion_percula","GCA_003047355.2","Clupeocephala",85.09,3123421,"C:97.0%[S:95.7%,D:1.3%],F:1.0%,M:2.0%,n:3640",97,"0.2.13",114,96.0396,"deutero"
"Epirrita_christyi","GCA_951392215.1","Lepidoptera",70.15,6127092,"C:93.3%[S:89.5%,D:3.8%],F:2.7%,M:4.0%,n:5286",93.3,"0.2.13",67,75.8065,"proto"
"Papilio_machaon","GCA_912999765.1","Lepidoptera",73.13,8777606,"C:95.0%[S:93.3%,D:1.7%],F:0.7%,M:4.3%,n:5286",95,"0.2.13",67,79.0323,"proto"
"Hipparchia_semele","GCA_933228835.1","Lepidoptera",71.64,5736683,"C:88.8%[S:86.8%,D:2.0%],F:2.7%,M:8.5%,n:5286",88.8,"0.2.13",67,77.4194,"proto"
"Machimus_atricapillus","GCA_933228755.1","Diptera",64.18,1013192,"C:83.0%[S:81.8%,D:1.2%],F:1.0%,M:16.0%,n:3285",83,"0.2.13",67,69.3548,"proto"
"Ametastegia_equiseti","GCA_963989295.1","Endopterygota",70.31,5853595,"C:90.1%[S:87.8%,D:2.3%],F:5.9%,M:4.0%,n:5991",90.1,"0.2.13",64,73.7705,"proto"
"Ametastegia_equiseti","GCA_963989295.1","Endopterygota",70.31,5853595,"C:90.1%[S:87.8%,D:2.3%],F:5.9%,M:4.0%,n:5991",90.1,"0.2.13",64,73.7705,"proto"
"Ametastegia_equiseti","GCA_963989295.1","Endopterygota",70.31,5853595,"C:90.1%[S:87.8%,D:2.3%],F:5.9%,M:4.0%,n:5991",90.1,"0.2.13",64,73.7705,"proto"
"Ametastegia_equiseti","GCA_963989295.1","Endopterygota",70.31,5853595,"C:90.1%[S:87.8%,D:2.3%],F:5.9%,M:4.0%,n:5991",90.1,"0.2.13",64,73.7705,"proto"
"Micromesistius_poutassou","GCA_964030765.1","Clupeocephala",78.95,238748,"C:83.4%[S:80.1%,D:3.3%],F:2.6%,M:14.0%,n:3640",83.4,"0.2.13",114,89.1089,"deutero"
"Hydraecia_micacea","GCA_914767645.1","Lepidoptera",71.64,18807492,"C:94.4%[S:91.8%,D:2.6%],F:2.5%,M:3.1%,n:5286",94.4,"0.2.13",67,77.4194,"proto"
"Acropora_microphthalma","GCA_014634165.1","Cnidaria",33.33,36638,"C:91.4%[S:89.9%,D:1.5%],F:4.4%,M:4.2%,n:954",91.4,"0.2.13",3,33.3333,"combined"
"Agrochola_lota","GCA_947364205.1","Lepidoptera",70.15,11176252,"C:95.0%[S:94.2%,D:0.8%],F:1.1%,M:3.9%,n:5286",95,"0.2.13",67,75.8065,"proto"
"Lophiomys_imhausi","GCA_907164525.1","Muridae",64.83,35791,"C:94.4%[S:93.2%,D:1.2%],F:1.1%,M:4.5%,n:13798",94.4,"0.2.13",236,73.913,"deutero"
"Phyto_melanocephala","GCA_941918925.1","Diptera",65.67,13167689,"C:95.5%[S:91.3%,D:4.2%],F:2.9%,M:1.6%,n:3285",95.5,"0.2.13",67,70.9677,"proto"
"Ennomos_quercinarius","GCA_910589525.2","Lepidoptera",74.63,16143525,"C:93.3%[S:92.6%,D:0.7%],F:1.6%,M:5.1%,n:5286",93.3,"0.2.13",67,80.6452,"proto"
"Rhimphoctona_megacephalus","GCA_963989365.1","Endopterygota",64.06,695103,"C:89.9%[S:89.4%,D:0.5%],F:4.1%,M:6.0%,n:5991",89.9,"0.2.13",64,67.2131,"proto"
"Rhimphoctona_megacephalus","GCA_963989365.1","Endopterygota",64.06,695103,"C:89.9%[S:89.4%,D:0.5%],F:4.1%,M:6.0%,n:5991",89.9,"0.2.13",64,67.2131,"proto"
"Rhimphoctona_megacephalus","GCA_963989365.1","Endopterygota",64.06,695103,"C:89.9%[S:89.4%,D:0.5%],F:4.1%,M:6.0%,n:5991",89.9,"0.2.13",64,67.2131,"proto"
"Rhimphoctona_megacephalus","GCA_963989365.1","Endopterygota",64.06,695103,"C:89.9%[S:89.4%,D:0.5%],F:4.1%,M:6.0%,n:5991",89.9,"0.2.13",64,67.2131,"proto"
"Sepioteuthis_lessoniana","GCA_963585895.1","Coleoidea",86.54,656900,"C:78.0%[S:76.6%,D:1.4%],F:4.7%,M:17.3%,n:5295",78,"0.2.13",52,91.8367,"proto"
"Sarcophaga_caerulescens","GCA_927399465.1","Diptera",67.16,3015626,"C:97.5%[S:96.4%,D:1.1%],F:0.2%,M:2.3%,n:3285",97.5,"0.2.13",67,72.5806,"proto"
"Tachina_fera","GCA_905220395.1","Diptera",67.16,2078727,"C:94.9%[S:94.1%,D:0.8%],F:1.0%,M:4.1%,n:3285",94.9,"0.2.13",67,72.5806,"proto"
"Xestia_xanthographa","GCA_913789905.1","Lepidoptera",70.15,2208737,"C:92.3%[S:91.5%,D:0.8%],F:1.0%,M:6.7%,n:5286",92.3,"0.2.13",67,75.8065,"proto"
"Hirtodrosophila_cameraria","GCA_949708645.1","Diptera",79.1,341164,"C:91.5%[S:80.1%,D:11.4%],F:1.5%,M:7.0%,n:3285",91.5,"0.2.13",67,85.4839,"proto"
"Acridotheres_tristis","GCA_027559615.1","Neoaves",81.4,7308823,"C:92.7%[S:92.4%,D:0.3%],F:1.3%,M:6.0%,n:10844",92.7,"0.2.13",129,92.1053,"deutero"
"Micropterus_salmoides","GCA_022435785.1","Clupeocephala",85.09,15296922,"C:97.4%[S:96.5%,D:0.9%],F:0.8%,M:1.8%,n:3640",97.4,"0.2.13",114,96.0396,"deutero"
"Anas_platyrhynchos","GCA_017639285.1","Neognathae",77.34,16035322,"C:91.9%[S:90.7%,D:1.2%],F:3.1%,M:5.0%,n:8338",91.9,"0.2.13",128,87.6106,"deutero"
"Megachile_ligniseca","GCA_945859565.1","Endopterygota",68.75,1803219,"C:91.5%[S:90.6%,D:0.9%],F:2.6%,M:5.9%,n:5991",91.5,"0.2.13",64,72.1311,"proto"
"Thyatira_batis","GCA_905147785.2","Lepidoptera",74.63,7458081,"C:96.3%[S:95.9%,D:0.4%],F:0.7%,M:3.0%,n:5286",96.3,"0.2.13",67,80.6452,"proto"
"Argentina_silus","GCA_951799395.1","Clupeocephala",80.7,858168,"C:89.8%[S:86.4%,D:3.4%],F:1.1%,M:9.1%,n:3640",89.8,"0.2.13",114,91.0891,"deutero"
"Chrysopilus_asiliformis","GCA_964034945.1","Diptera",73.13,6560707,"C:95.3%[S:94.6%,D:0.7%],F:1.2%,M:3.5%,n:3285",95.3,"0.2.13",67,79.0323,"proto"
"Melanostoma_mellinum","GCA_914767615.2","Diptera",73.13,916944,"C:94.0%[S:92.1%,D:1.9%],F:1.5%,M:4.5%,n:3285",94,"0.2.13",67,79.0323,"proto"
"Diarsia_brunnea","GCA_949774965.1","Lepidoptera",68.66,6683731,"C:93.5%[S:89.7%,D:3.8%],F:2.6%,M:3.9%,n:5286",93.5,"0.2.13",67,74.1935,"proto"
"Alectoris_chukar","GCA_035666275.1","Neognathae",79.69,1069603,"C:95.0%[S:94.4%,D:0.6%],F:1.1%,M:3.9%,n:8338",95,"0.2.13",128,90.2655,"deutero"
"Tyria_jacobaeae","GCA_947561695.1","Lepidoptera",71.64,9303053,"C:94.3%[S:93.5%,D:0.8%],F:1.2%,M:4.5%,n:5286",94.3,"0.2.13",67,77.4194,"proto"
"Agriopis_aurantiaria","GCA_914767795.1","Lepidoptera",73.13,1626614,"C:92.4%[S:90.2%,D:2.2%],F:3.0%,M:4.6%,n:5286",92.4,"0.2.13",67,79.0323,"proto"
"Capreolus_capreolus","GCA_951849835.1","Laurasiatheria",78.8,69851389,"C:96.5%[S:94.3%,D:2.2%],F:1.1%,M:2.4%,n:13335",96.5,"0.2.13",217,90,"deutero"
"Dolichovespula_media","GCA_911387685.1","Endopterygota",67.19,1625878,"C:93.8%[S:93.5%,D:0.3%],F:1.8%,M:4.4%,n:5991",93.8,"0.2.13",64,70.4918,"proto"
"Tenthredo_notha","GCA_914767705.1","Endopterygota",70.31,7016856,"C:85.9%[S:85.5%,D:0.4%],F:4.8%,M:9.3%,n:5991",85.9,"0.2.13",64,73.7705,"proto"
"Halyzia_sedecimguttata","GCA_937616445.1","Endopterygota",67.19,734643,"C:85.8%[S:81.6%,D:4.2%],F:5.4%,M:8.8%,n:2124",85.8,"0.2.13",64,70.4918,"proto"
"Thera_britannica","GCA_939531255.1","Lepidoptera",71.64,6103618,"C:97.3%[S:96.6%,D:0.7%],F:0.7%,M:2.0%,n:5286",97.3,"0.2.13",67,77.4194,"proto"
"Macaria_liturata","GCA_964023185.1","Lepidoptera",64.18,518060,"C:91.6%[S:90.6%,D:1.0%],F:1.9%,M:6.5%,n:5286",91.6,"0.2.13",67,69.3548,"proto"
"Apotomis_turbidana","GCA_905147195.1","Lepidoptera",73.13,1023545,"C:88.5%[S:85.6%,D:2.9%],F:2.8%,M:8.7%,n:5286",88.5,"0.2.13",67,79.0323,"proto"
"Mamestra_brassicae","GCA_905163435.1","Lepidoptera",71.64,17758554,"C:96.4%[S:95.7%,D:0.7%],F:1.0%,M:2.6%,n:5286",96.4,"0.2.13",67,77.4194,"proto"
"Hedya_salicella","GCA_905404235.1","Lepidoptera",70.15,1009936,"C:93.5%[S:92.7%,D:0.8%],F:1.6%,M:4.9%,n:5286",93.5,"0.2.13",67,75.8065,"proto"
"Protophormia_terraenovae","GCA_951394085.1","Diptera",68.66,979618,"C:94.0%[S:92.8%,D:1.2%],F:0.7%,M:5.3%,n:3285",94,"0.2.13",67,74.1935,"proto"
